pl_name,hostname,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-968 c,Kepler-968,0.57,0.05,-0.05,0,0.57,0.06,-0.04,0
Kepler-969 b,Kepler-969,0.95,0.42,-0.13,0,0.83,0.12,-0.06,0
Kepler-969 b,Kepler-969,0.82,0.01,-0.01,0,0.92,0.02,-0.02,0
Kepler-969 b,Kepler-969,0.78,,,0,0.89,,,0
Kepler-969 b,Kepler-969,0.95,0.42,-0.13,0,0.83,0.12,-0.06,0
Kepler-969 b,Kepler-969,0.95,0.42,-0.13,0,0.83,0.12,-0.06,0
Kepler-969 b,Kepler-969,0.78,,,0,0.89,,,0
Kepler-969 b,Kepler-969,0.78,,,0,0.89,,,0
Kepler-969 b,Kepler-969,0.84,0.55,-0.55,0,0.79,0.09,-0.09,0
Kepler-969 b,Kepler-969,0.83,0.08,-0.03,0,0.95,0.02,-0.07,0
Kepler-969 b,Kepler-969,0.78,0.03,-0.03,0,,,,
Kepler-969 c,Kepler-969,0.83,0.08,-0.03,0,0.95,0.02,-0.07,0
Kepler-969 c,Kepler-969,0.78,,,0,0.89,,,0
Kepler-969 c,Kepler-969,0.95,0.42,-0.13,0,0.83,0.12,-0.06,0
Kepler-969 c,Kepler-969,0.78,,,0,0.89,,,0
Kepler-969 c,Kepler-969,0.95,0.42,-0.13,0,0.83,0.12,-0.06,0
Kepler-969 c,Kepler-969,0.95,0.42,-0.13,0,0.83,0.12,-0.06,0
Kepler-969 c,Kepler-969,0.82,0.01,-0.01,0,0.92,0.02,-0.02,0
Kepler-969 c,Kepler-969,0.78,0.03,-0.03,0,,,,
Kepler-97 b,Kepler-97,0.97,0.19,-0.09,0,0.91,0.07,-0.06,0
Kepler-97 b,Kepler-97,0.97,0.19,-0.09,0,0.91,0.07,-0.06,0
Kepler-97 b,Kepler-97,0.98,0.09,-0.09,0,0.94,0.03,-0.03,0
Kepler-97 b,Kepler-97,0.95,0.03,-0.04,0,1.05,0.15,-0.1,0
Kepler-97 b,Kepler-97,0.98,0.09,-0.09,0,0.94,0.06,-0.06,0
Kepler-97 b,Kepler-97,0.99,0.04,-0.04,0,,,,
Kepler-97 b,Kepler-97,0.95,0.03,-0.04,0,1.05,0.15,-0.1,0
Kepler-97 b,Kepler-97,0.97,0.13,-0.11,0,0.9,0.07,-0.06,0
Kepler-97 b,Kepler-97,0.97,0.19,-0.09,0,0.91,0.07,-0.06,0
Kepler-97 b,Kepler-97,0.96,0.08,-0.06,0,0.96,0.04,-0.04,0
Kepler-97 b,Kepler-97,0.95,0.03,-0.04,0,1.05,0.15,-0.1,0
Kepler-97 c,Kepler-97,0.98,0.09,-0.09,0,0.94,0.06,-0.06,0
Kepler-970 b,Kepler-970,0.65,0.02,-0.04,0,0.65,0.04,-0.03,0
Kepler-970 b,Kepler-970,0.67,0.03,-0.04,0,0.7,0.04,-0.05,0
Kepler-970 b,Kepler-970,0.72,0.07,-0.06,0,0.7,0.08,-0.06,0
Kepler-970 b,Kepler-970,0.72,0.07,-0.06,0,0.7,0.08,-0.06,0
Kepler-970 b,Kepler-970,0.7,,,0,0.67,,,0
Kepler-970 b,Kepler-970,0.66,0.03,-0.03,0,,,,
Kepler-970 b,Kepler-970,0.61,0.01,-0.01,0,0.64,0.01,-0.01,0
Kepler-970 b,Kepler-970,0.72,0.07,-0.06,0,0.7,0.08,-0.06,0
Kepler-970 b,Kepler-970,0.7,,,0,0.67,,,0
Kepler-971 b,Kepler-971,1.67,1.34,-0.88,0,0.82,0.24,-0.09,0
Kepler-971 b,Kepler-971,0.78,0.05,-0.04,0,0.97,0.16,-0.08,0
Kepler-971 b,Kepler-971,0.78,0.05,-0.04,0,0.97,0.16,-0.08,0
Kepler-971 b,Kepler-971,1.67,1.34,-0.88,0,0.82,0.24,-0.09,0
Kepler-971 b,Kepler-971,1.76,0.35,-0.35,0,1.01,0.1,-0.1,0
Kepler-971 b,Kepler-971,1.67,0.97,-0.97,0,0.82,0.12,-0.1,0
Kepler-971 b,Kepler-971,0.85,0.09,-0.06,0,0.88,0.04,-0.06,0
Kepler-971 b,Kepler-971,0.78,0.05,-0.04,0,0.97,0.16,-0.08,0
Kepler-971 b,Kepler-971,0.82,0.04,-0.04,0,,,,
Kepler-971 b,Kepler-971,1.67,1.34,-0.88,0,0.82,0.24,-0.09,0
Kepler-972 b,Kepler-972,1.13,0.6,-0.14,0,1.06,0.25,-0.12,0
Kepler-972 b,Kepler-972,1.17,,,0,1.09,,,0
Kepler-972 b,Kepler-972,1.24,0.21,-0.19,0,1.06,0.08,-0.07,0
Kepler-972 b,Kepler-972,1.11,0.57,-0.57,0,1.05,0.14,-0.14,0
Kepler-972 b,Kepler-972,1.17,,,0,1.09,,,0
Kepler-972 b,Kepler-972,1.17,0.06,-0.06,0,,,,
Kepler-972 b,Kepler-972,1.13,0.6,-0.14,0,1.06,0.25,-0.12,0
Kepler-972 b,Kepler-972,1.22,0.4,-0.2,0,1.15,0.16,-0.12,0
Kepler-972 b,Kepler-972,1.13,0.6,-0.14,0,1.06,0.25,-0.12,0
Kepler-973 b,Kepler-973,0.83,0.05,-0.04,0,0.88,0.09,-0.12,0
Kepler-973 b,Kepler-973,0.74,0.36,-0.07,0,0.7,0.15,-0.05,0
Kepler-973 b,Kepler-973,0.78,0.02,-0.02,0,0.86,0.03,-0.03,0
Kepler-973 b,Kepler-973,0.83,0.05,-0.04,0,0.88,0.09,-0.12,0
Kepler-973 b,Kepler-973,0.81,0.48,-0.48,0,0.78,0.08,-0.08,0
Kepler-973 b,Kepler-973,0.74,0.36,-0.07,0,0.7,0.15,-0.05,0
Kepler-973 b,Kepler-973,0.88,0.04,-0.04,0,,,,
Kepler-973 b,Kepler-973,0.77,0.07,-0.03,0,0.86,0.03,-0.07,0
Kepler-973 b,Kepler-973,0.74,0.36,-0.07,0,0.7,0.15,-0.05,0
Kepler-974 b,Kepler-974,0.54,0.02,-0.02,0,0.53,0.02,-0.02,0
Kepler-974 b,Kepler-974,0.54,0.02,-0.02,0,0.53,0.02,-0.02,0
Kepler-974 b,Kepler-974,0.45,0.08,-0.05,0,0.46,0.08,-0.05,0
Kepler-974 b,Kepler-974,0.54,0.01,-0.01,0,,,,
Kepler-974 b,Kepler-974,0.49,0.02,-0.02,0,0.51,0.03,-0.03,0
Kepler-974 b,Kepler-974,0.45,0.08,-0.05,0,0.46,0.08,-0.05,0
Kepler-974 b,Kepler-974,0.5,0.02,-0.02,0,0.52,0.02,-0.02,0
Kepler-974 b,Kepler-974,0.54,0.02,-0.02,0,0.53,0.02,-0.02,0
Kepler-974 b,Kepler-974,0.45,0.08,-0.05,0,0.46,0.08,-0.05,0
Kepler-974 b,Kepler-974,0.52,0.03,-0.04,0,0.56,0.03,-0.04,0
Kepler-975 b,Kepler-975,1.67,1.52,-0.88,0,0.95,0.28,-0.14,0
Kepler-975 b,Kepler-975,0.81,,,0,0.77,,,0
Kepler-975 b,Kepler-975,0.7,1.4,-1.4,0,0.68,0.17,-0.17,0
Kepler-975 b,Kepler-975,0.8,0.03,-0.03,0,,,,
Kepler-975 b,Kepler-975,1.67,1.52,-0.88,0,0.95,0.28,-0.14,0
Kepler-975 b,Kepler-975,1.67,1.52,-0.88,0,0.95,0.28,-0.14,0
Kepler-975 b,Kepler-975,0.81,,,0,0.77,,,0
Kepler-975 b,Kepler-975,0.75,0.03,-0.03,0,0.8,0.04,-0.04,0
Kepler-975 b,Kepler-975,0.81,,,0,0.77,,,0
Kepler-975 b,Kepler-975,1.67,1.08,-0.98,0,0.95,0.2,-0.14,0
Kepler-976 b,Kepler-976,0.8,0.12,-0.07,0,0.89,0.06,-0.1,0
Kepler-976 b,Kepler-976,0.8,0.19,-0.06,0,0.89,0.07,-0.09,0
Kepler-976 b,Kepler-976,0.8,0.19,-0.06,0,0.89,0.07,-0.09,0
Kepler-976 b,Kepler-976,0.9,,,0,0.82,,,0
Kepler-976 b,Kepler-976,0.81,0.07,-0.06,0,,,,
Kepler-976 b,Kepler-976,0.9,,,0,0.82,,,0
Kepler-976 b,Kepler-976,0.83,0.05,-0.04,0,0.87,0.04,-0.04,0
Kepler-976 b,Kepler-976,0.73,0.14,-0.14,0,0.84,0.03,-0.03,0
Kepler-976 b,Kepler-976,0.8,0.19,-0.06,0,0.89,0.07,-0.09,0
Kepler-976 b,Kepler-976,0.9,,,0,0.82,,,0
Kepler-977 b,Kepler-977,0.83,0.06,-0.04,0,0.87,0.04,-0.05,0
Kepler-977 b,Kepler-977,0.72,,,0,0.88,,,0
Kepler-977 b,Kepler-977,0.87,0.44,-0.1,0,0.79,0.14,-0.06,0
Kepler-977 b,Kepler-977,0.72,,,0,0.88,,,0
Kepler-977 b,Kepler-977,0.72,,,0,0.88,,,0
Kepler-977 b,Kepler-977,0.87,0.15,-0.13,0,0.79,0.11,-0.06,0
Kepler-977 b,Kepler-977,0.71,0.05,-0.05,0,,,,
Kepler-977 b,Kepler-977,0.87,0.44,-0.1,0,0.79,0.14,-0.06,0
Kepler-977 b,Kepler-977,0.85,0.83,-0.83,0,0.8,0.23,-0.23,0
Kepler-977 b,Kepler-977,0.87,0.44,-0.1,0,0.79,0.14,-0.06,0
Kepler-978 b,Kepler-978,1.09,,,0,,,,
Kepler-978 b,Kepler-978,1.09,0.25,-0.12,0,1.07,0.08,-0.07,0
Kepler-978 b,Kepler-978,1.06,0.45,-0.45,0,1.12,0.12,-0.12,0
Kepler-978 b,Kepler-978,1.02,0.47,-0.1,0,1.04,0.2,-0.12,0
Kepler-978 b,Kepler-978,1.02,0.47,-0.1,0,1.04,0.2,-0.12,0
Kepler-978 b,Kepler-978,1.02,0.47,-0.1,0,1.04,0.2,-0.12,0
Kepler-978 b,Kepler-978,1.18,0.19,-0.12,0,1.1,0.07,-0.07,0
Kepler-978 b,Kepler-978,1.09,,,0,,,,
Kepler-979 b,Kepler-979,0.76,0.15,-0.06,0,0.84,0.08,-0.09,0
Kepler-979 b,Kepler-979,0.86,,,0,0.88,,,0
Kepler-979 b,Kepler-979,0.76,0.15,-0.06,0,0.84,0.08,-0.09,0
Kepler-979 b,Kepler-979,0.87,0.07,-0.06,0,0.87,0.05,-0.04,0
Kepler-979 b,Kepler-979,0.76,0.15,-0.06,0,0.84,0.08,-0.09,0
Kepler-979 b,Kepler-979,0.86,,,0,0.88,,,0
Kepler-979 b,Kepler-979,0.83,0.07,-0.05,0,0.87,0.06,-0.05,0
Kepler-979 b,Kepler-979,0.86,,,0,0.88,,,0
Kepler-979 b,Kepler-979,0.71,0.46,-0.46,0,0.81,0.1,-0.1,0
Kepler-979 b,Kepler-979,0.8,0.04,-0.04,0,,,,
Kepler-98 b,Kepler-98,0.94,0.04,-0.07,0,0.97,0.13,-0.11,0
Kepler-98 b,Kepler-98,1.11,0.12,-0.12,0,0.99,0.06,-0.06,0
Kepler-98 b,Kepler-98,0.89,0.12,-0.03,0,0.99,0.03,-0.07,0
Kepler-98 b,Kepler-98,1.02,0.15,-0.1,0,0.96,0.04,-0.03,0
Kepler-98 b,Kepler-98,0.89,0.12,-0.03,0,0.99,0.03,-0.07,0
Kepler-98 b,Kepler-98,1.09,0.16,-0.16,0,0.94,0.07,-0.05,0
Kepler-98 b,Kepler-98,0.94,0.04,-0.07,0,0.97,0.13,-0.11,0
Kepler-98 b,Kepler-98,0.94,0.04,-0.07,0,0.97,0.13,-0.11,0
Kepler-98 b,Kepler-98,1.11,0.12,-0.12,0,0.99,0.02,-0.02,0
Kepler-98 b,Kepler-98,0.92,0.04,-0.04,0,,,,
Kepler-98 b,Kepler-98,0.89,0.12,-0.03,0,0.99,0.03,-0.07,0
Kepler-980 b,Kepler-980,1.34,,,0,1.04,,,0
Kepler-980 b,Kepler-980,1.06,0.09,-0.07,0,1.05,0.05,-0.04,0
Kepler-980 b,Kepler-980,1.06,0.17,-0.1,0,1.01,0.07,-0.07,0
Kepler-980 b,Kepler-980,0.83,0.3,-0.06,0,0.92,0.1,-0.1,0
Kepler-980 b,Kepler-980,0.91,0.26,-0.26,0,1.01,0.05,-0.05,0
Kepler-980 b,Kepler-980,1.29,0.06,-0.06,0,,,,
Kepler-980 b,Kepler-980,0.83,0.3,-0.06,0,0.92,0.1,-0.1,0
Kepler-980 b,Kepler-980,1.34,,,0,1.04,,,0
Kepler-980 b,Kepler-980,0.83,0.3,-0.06,0,0.92,0.1,-0.1,0
Kepler-980 b,Kepler-980,1.34,,,0,1.04,,,0
Kepler-981 b,Kepler-981,0.96,0.12,-0.07,0,0.98,0.04,-0.05,0
Kepler-981 b,Kepler-981,0.93,0.28,-0.09,0,1.02,0.12,-0.14,0
Kepler-981 b,Kepler-981,0.93,0.35,-0.08,0,1.02,0.12,-0.13,0
Kepler-981 b,Kepler-981,0.93,0.34,-0.34,0,1.02,0.07,-0.07,0
Kepler-981 b,Kepler-981,0.96,,,0,1,,,0
Kepler-981 b,Kepler-981,0.96,,,0,1,,,0
Kepler-981 b,Kepler-981,0.93,0.35,-0.08,0,1.02,0.12,-0.13,0
Kepler-981 b,Kepler-981,0.93,0.35,-0.08,0,1.02,0.12,-0.13,0
Kepler-981 b,Kepler-981,0.96,,,0,1,,,0
Kepler-981 b,Kepler-981,0.92,0.07,-0.06,0,,,,
Kepler-982 b,Kepler-982,1.04,,,0,1.01,,,0
Kepler-982 b,Kepler-982,1.61,0.81,-0.49,0,1.14,0.31,-0.18,0
Kepler-982 b,Kepler-982,1.61,0.81,-0.49,0,1.14,0.31,-0.18,0
Kepler-982 b,Kepler-982,1.42,0.09,-0.06,0,1.33,0.26,-0.17,0
Kepler-982 b,Kepler-982,1.53,0.29,-0.29,0,1.15,0.14,-0.09,0
Kepler-982 b,Kepler-982,1.42,0.09,-0.06,0,1.33,0.26,-0.17,0
Kepler-982 b,Kepler-982,1.61,0.81,-0.49,0,1.14,0.31,-0.18,0
Kepler-982 b,Kepler-982,1.46,0.07,-0.06,0,,,,
Kepler-982 b,Kepler-982,1.29,0.27,-0.15,0,1.16,0.07,-0.05,0
Kepler-982 b,Kepler-982,1.42,0.09,-0.06,0,1.33,0.26,-0.17,0
Kepler-983 b,Kepler-983,1.05,0.19,-0.05,0,1.15,0.06,-0.09,0
Kepler-983 b,Kepler-983,0.99,0.39,-0.09,0,1.06,0.18,-0.12,0
Kepler-983 b,Kepler-983,0.99,0.39,-0.09,0,1.06,0.18,-0.12,0
Kepler-983 b,Kepler-983,1.08,0.03,-0.03,0,1.13,0.03,-0.02,0
Kepler-983 b,Kepler-983,0.99,0.39,-0.09,0,1.06,0.18,-0.12,0
Kepler-983 b,Kepler-983,,,,,,,,
Kepler-983 b,Kepler-983,1.02,0.47,-0.47,0,1.1,0.11,-0.11,0
Kepler-983 b,Kepler-983,,,,,,,,
Kepler-983 b,Kepler-983,1.61,0.08,-0.07,0,,,,
Kepler-983 b,Kepler-983,,,,,,,,
Kepler-984 b,Kepler-984,1.34,0.54,-0.35,0,0.95,0.15,-0.08,0
Kepler-984 b,Kepler-984,0.91,0.11,-0.06,0,0.91,0.06,-0.06,0
Kepler-984 b,Kepler-984,1.34,0.54,-0.35,0,0.95,0.15,-0.08,0
Kepler-984 b,Kepler-984,1.34,0.54,-0.35,0,0.95,0.15,-0.08,0
Kepler-984 b,Kepler-984,0.93,0.04,-0.04,0,,,,
Kepler-984 b,Kepler-984,0.93,0.05,-0.04,0,0.96,0.04,-0.04,0
Kepler-984 b,Kepler-984,1.33,0.37,-0.37,0,0.9,0.08,-0.08,0
Kepler-984 b,Kepler-984,0.94,0.04,-0.04,0,0.99,0.13,-0.12,0
Kepler-984 b,Kepler-984,0.94,0.04,-0.04,0,0.99,0.13,-0.12,0
Kepler-985 b,Kepler-985,1,0.39,-0.11,0,0.98,0.13,-0.1,0
Kepler-985 b,Kepler-985,0.85,0.03,-0.03,0,0.91,0.03,-0.04,0
Kepler-985 b,Kepler-985,1,0.39,-0.11,0,0.98,0.13,-0.1,0
Kepler-985 b,Kepler-985,1,0.39,-0.11,0,0.98,0.13,-0.1,0
Kepler-985 b,Kepler-985,0.94,0.45,-0.45,0,0.9,0.1,-0.1,0
Kepler-985 b,Kepler-985,0.83,0.08,-0.04,0,0.87,0.05,-0.05,0
Kepler-985 b,Kepler-985,0.81,,,0,0.95,,,0
Kepler-985 b,Kepler-985,0.81,,,0,0.95,,,0
Kepler-985 b,Kepler-985,0.81,,,0,0.95,,,0
Kepler-986 b,Kepler-986,1.04,,,0,0.97,,,0
Kepler-986 b,Kepler-986,1.04,,,0,0.97,,,0
Kepler-986 b,Kepler-986,0.88,0.38,-0.07,0,0.98,0.11,-0.11,0
Kepler-986 b,Kepler-986,0.88,0.38,-0.07,0,0.98,0.11,-0.11,0
Kepler-986 b,Kepler-986,0.98,0.12,-0.08,0,0.96,0.04,-0.04,0
Kepler-986 b,Kepler-986,0.96,0.04,-0.04,0,,,,
Kepler-986 b,Kepler-986,1,0.13,-0.12,0,0.88,0.07,-0.04,0
Kepler-986 b,Kepler-986,1.04,,,0,0.97,,,0
Kepler-986 b,Kepler-986,0.85,0.39,-0.39,0,0.95,0.08,-0.08,0
Kepler-986 b,Kepler-986,0.88,0.38,-0.07,0,0.98,0.11,-0.11,0
Kepler-987 b,Kepler-987,0.87,,,0,1.01,,,0
Kepler-987 b,Kepler-987,0.97,0.4,-0.09,0,1.05,0.17,-0.14,0
Kepler-987 b,Kepler-987,0.88,0.1,-0.05,0,0.91,0.05,-0.06,0
Kepler-987 b,Kepler-987,0.91,0.04,-0.04,0,,,,
Kepler-987 b,Kepler-987,0.97,0.4,-0.09,0,1.05,0.17,-0.14,0
Kepler-987 b,Kepler-987,0.97,0.4,-0.09,0,1.05,0.17,-0.14,0
Kepler-987 b,Kepler-987,0.91,0.03,-0.03,0,0.97,0.03,-0.03,0
Kepler-987 b,Kepler-987,0.87,,,0,1.01,,,0
Kepler-987 b,Kepler-987,0.87,,,0,1.01,,,0
Kepler-987 b,Kepler-987,0.93,0.42,-0.42,0,1.03,0.09,-0.09,0
Kepler-988 b,Kepler-988,0.53,0.02,-0.02,0,0.55,0.02,-0.02,0
Kepler-988 b,Kepler-988,0.56,0.05,-0.05,0,0.56,0.05,-0.06,0
Kepler-988 b,Kepler-988,0.56,0.05,-0.05,0,0.56,0.05,-0.06,0
Kepler-988 b,Kepler-988,0.56,0.05,-0.05,0,0.56,0.05,-0.06,0
Kepler-988 b,Kepler-988,0.63,0.02,-0.02,0,,,,
Kepler-988 b,Kepler-988,0.64,0.02,-0.02,0,0.62,0.02,-0.02,0
Kepler-988 b,Kepler-988,0.64,0.02,-0.02,0,0.62,0.02,-0.02,0
Kepler-988 b,Kepler-988,0.53,0.01,-0.01,0,0.56,0.01,-0.01,0
Kepler-988 b,Kepler-988,0.52,0.04,-0.04,0,0.54,0.03,-0.04,0
Kepler-989 b,Kepler-989,0.79,0.06,-0.05,0,,,,
Kepler-989 b,Kepler-989,0.83,,,0,0.82,,,0
Kepler-989 b,Kepler-989,0.91,0.8,-0.11,0,0.83,0.12,-0.06,0
Kepler-989 b,Kepler-989,0.76,0.96,-0.96,0,0.75,0.22,-0.22,0
Kepler-989 b,Kepler-989,0.91,0.8,-0.11,0,0.83,0.12,-0.06,0
Kepler-989 b,Kepler-989,0.83,,,0,0.82,,,0
Kepler-989 b,Kepler-989,0.91,0.22,-0.12,0,0.83,0.09,-0.06,0
Kepler-989 b,Kepler-989,0.78,0.04,-0.04,0,0.82,0.04,-0.04,0
Kepler-989 b,Kepler-989,0.83,,,0,0.82,,,0
Kepler-989 b,Kepler-989,0.91,0.8,-0.11,0,0.83,0.12,-0.06,0
Kepler-99 b,Kepler-99,0.77,0.03,-0.04,0,0.75,0.05,-0.03,0
Kepler-99 b,Kepler-99,0.73,0.04,-0.04,0,0.79,0.03,-0.03,0
Kepler-99 b,Kepler-99,0.75,0.05,-0.05,0,0.77,0.13,-0.05,0
Kepler-99 b,Kepler-99,0.75,0.02,-0.01,0,0.81,0.03,-0.03,0
Kepler-99 b,Kepler-99,0.73,0.04,-0.04,0,0.79,0.06,-0.06,0
Kepler-99 b,Kepler-99,0.77,0.03,-0.04,0,0.75,0.05,-0.03,0
Kepler-99 b,Kepler-99,0.74,0.04,-0.03,0,0.81,0.03,-0.05,0
Kepler-99 b,Kepler-99,0.77,0.03,-0.04,0,0.75,0.05,-0.03,0
Kepler-99 b,Kepler-99,0.74,0.03,-0.03,0,,,,
Kepler-99 b,Kepler-99,0.75,0.05,-0.05,0,0.77,0.13,-0.05,0
Kepler-99 b,Kepler-99,0.75,0.05,-0.05,0,0.77,0.13,-0.05,0
Kepler-990 b,Kepler-990,0.96,0.66,-0.66,0,1.01,0.16,-0.16,0
Kepler-990 b,Kepler-990,1.03,,,0,0.97,,,0
Kepler-990 b,Kepler-990,1.03,,,0,0.97,,,0
Kepler-990 b,Kepler-990,0.93,0.37,-0.09,0,0.96,0.12,-0.11,0
Kepler-990 b,Kepler-990,1.03,,,0,0.97,,,0
Kepler-990 b,Kepler-990,1.21,0.17,-0.23,0,0.93,0.07,-0.04,0
Kepler-990 b,Kepler-990,0.93,0.37,-0.09,0,0.96,0.12,-0.11,0
Kepler-990 b,Kepler-990,1.08,0.27,-0.14,0,1.05,0.12,-0.09,0
Kepler-990 b,Kepler-990,0.93,0.37,-0.09,0,0.96,0.12,-0.11,0
Kepler-990 c,Kepler-990,1.21,0.17,-0.23,0,0.93,0.07,-0.04,0
Kepler-990 c,Kepler-990,0.93,0.37,-0.09,0,0.96,0.12,-0.11,0
Kepler-990 c,Kepler-990,0.93,0.37,-0.09,0,0.96,0.12,-0.11,0
Kepler-990 c,Kepler-990,1.03,,,0,0.97,,,0
Kepler-990 c,Kepler-990,0.93,0.37,-0.09,0,0.96,0.12,-0.11,0
Kepler-990 c,Kepler-990,1.03,,,0,0.97,,,0
Kepler-990 c,Kepler-990,1.08,0.27,-0.14,0,1.05,0.12,-0.09,0
Kepler-991 b,Kepler-991,0.56,0.07,-0.04,0,0.56,0.06,-0.04,0
Kepler-991 b,Kepler-991,0.56,0.07,-0.04,0,0.56,0.06,-0.04,0
Kepler-991 b,Kepler-991,0.61,0.02,-0.02,0,0.64,0.03,-0.03,0
Kepler-991 b,Kepler-991,0.66,,,0,0.69,,,0
Kepler-991 b,Kepler-991,0.65,0.03,-0.03,0,,,,
Kepler-991 b,Kepler-991,0.66,,,0,0.69,,,0
Kepler-991 b,Kepler-991,0.58,0.03,-0.03,0,0.58,0.03,-0.03,0
Kepler-991 b,Kepler-991,0.59,0.01,-0.01,0,0.62,0.01,-0.01,0
Kepler-991 b,Kepler-991,0.56,0.07,-0.04,0,0.56,0.06,-0.04,0
Kepler-992 b,Kepler-992,1.71,1.3,-0.92,0,0.94,0.27,-0.14,0
Kepler-992 b,Kepler-992,1.71,1.3,-0.92,0,0.94,0.27,-0.14,0
Kepler-992 b,Kepler-992,0.74,0.02,-0.02,0,0.8,0.03,-0.03,0
Kepler-992 b,Kepler-992,1.71,1.3,-0.92,0,0.94,0.27,-0.14,0
Kepler-992 b,Kepler-992,0.76,0.04,-0.05,0,0.77,0.1,-0.08,0
Kepler-992 b,Kepler-992,0.72,0.03,-0.03,0,,,,
Kepler-992 b,Kepler-992,0.76,0.04,-0.05,0,0.77,0.1,-0.08,0
Kepler-992 b,Kepler-992,2.1,0.41,-0.41,0,0.92,0.07,-0.07,0
Kepler-992 b,Kepler-992,0.76,0.04,-0.05,0,0.77,0.1,-0.08,0
Kepler-992 b,Kepler-992,0.72,0.06,-0.02,0,0.82,0.03,-0.06,0
Kepler-993 b,Kepler-993,0.93,0.3,-0.3,0,0.63,0.3,-0.3,0
Kepler-993 b,Kepler-993,0.58,0.02,-0.02,0,0.57,0.02,-0.02,0
Kepler-993 b,Kepler-993,0.41,0.06,-0.07,0,0.43,0.07,-0.06,0
Kepler-993 b,Kepler-993,0.59,0.02,-0.02,0,,,,
Kepler-993 b,Kepler-993,0.56,0.03,-0.03,0,0.6,0.03,-0.04,0
Kepler-993 b,Kepler-993,0.54,0.02,-0.02,0,0.57,0.02,-0.02,0
Kepler-993 b,Kepler-993,0.41,0.06,-0.07,0,0.43,0.07,-0.06,0
Kepler-993 b,Kepler-993,0.41,0.06,-0.07,0,0.43,0.07,-0.06,0
Kepler-993 b,Kepler-993,0.58,0.02,-0.02,0,0.57,0.02,-0.02,0
Kepler-993 b,Kepler-993,0.58,0.02,-0.02,0,0.57,0.02,-0.02,0
Kepler-994 b,Kepler-994,0.54,0.02,-0.02,0,0.56,0.03,-0.03,0
Kepler-994 b,Kepler-994,0.52,0.03,-0.03,0,0.55,0.04,-0.04,0
Kepler-994 b,Kepler-994,0.53,0.08,-0.05,0,0.54,0.07,-0.05,0
Kepler-994 b,Kepler-994,0.6,0.02,-0.02,0,0.59,0.02,-0.02,0
Kepler-994 b,Kepler-994,0.59,0.02,-0.02,0,,,,
Kepler-994 b,Kepler-994,0.54,0.03,-0.03,0,0.56,0.03,-0.04,0
Kepler-994 b,Kepler-994,0.6,0.02,-0.02,0,0.59,0.02,-0.02,0
Kepler-994 b,Kepler-994,0.6,0.02,-0.02,0,0.59,0.02,-0.02,0
Kepler-994 b,Kepler-994,0.53,0.08,-0.05,0,0.54,0.07,-0.05,0
Kepler-994 b,Kepler-994,0.53,0.08,-0.05,0,0.54,0.07,-0.05,0
Kepler-995 b,Kepler-995,0.8,0.05,-0.05,0,0.83,0.04,-0.05,0
Kepler-995 b,Kepler-995,0.79,0.27,-0.08,0,0.74,0.15,-0.05,0
Kepler-995 b,Kepler-995,0.77,,,0,0.88,,,0
Kepler-995 b,Kepler-995,0.77,,,0,0.88,,,0
Kepler-995 b,Kepler-995,0.89,0.05,-0.08,0,0.82,0.06,-0.03,0
Kepler-995 b,Kepler-995,0.77,,,0,0.88,,,0
Kepler-995 b,Kepler-995,0.82,0.48,-0.48,0,0.78,0.1,-0.1,0
Kepler-995 b,Kepler-995,0.75,0.03,-0.03,0,,,,
Kepler-995 b,Kepler-995,0.79,0.27,-0.08,0,0.74,0.15,-0.05,0
Kepler-995 b,Kepler-995,0.79,0.27,-0.08,0,0.74,0.15,-0.05,0
Kepler-996 b,Kepler-996,0.97,0.32,-0.32,0,1.07,0.07,-0.07,0
Kepler-996 b,Kepler-996,1.3,,,0,1.05,,,0
Kepler-996 b,Kepler-996,0.83,0.35,-0.06,0,0.92,0.1,-0.11,0
Kepler-996 b,Kepler-996,1.3,,,0,1.05,,,0
Kepler-996 b,Kepler-996,1.3,,,0,1.05,,,0
Kepler-996 b,Kepler-996,1.14,0.36,-0.14,0,1.09,0.09,-0.08,0
Kepler-996 b,Kepler-996,0.83,0.35,-0.06,0,0.92,0.1,-0.11,0
Kepler-996 b,Kepler-996,1.3,0.07,-0.06,0,,,,
Kepler-996 b,Kepler-996,0.83,0.35,-0.06,0,0.92,0.1,-0.11,0
Kepler-996 b,Kepler-996,1.21,0.19,-0.19,0,1,0.08,-0.06,0
Kepler-997 b,Kepler-997,1.57,0.07,-0.07,0,,,,
Kepler-997 b,Kepler-997,1.13,0.54,-0.15,0,1.01,0.2,-0.1,0
Kepler-997 b,Kepler-997,1.55,0.07,-0.08,0,1.18,0.21,-0.13,0
Kepler-997 b,Kepler-997,1.13,0.54,-0.15,0,1.01,0.2,-0.1,0
Kepler-997 b,Kepler-997,1.63,0.28,-0.38,0,1.13,0.13,-0.1,0
Kepler-997 b,Kepler-997,1.55,0.07,-0.08,0,1.18,0.21,-0.13,0
Kepler-997 b,Kepler-997,1.19,0.45,-0.45,0,1.12,0.12,-0.12,0
Kepler-997 b,Kepler-997,1.13,0.54,-0.15,0,1.01,0.2,-0.1,0
